images,name,url,webshop,price,image_urls,desc
"[{'url': 'http://content.hwigroup.net/images/products/micro_thumbs/254045.jpg', 'path': 'full/b3e8e3f0fbf073a308f672e499ef54e7fc8f9073.jpg', 'checksum': '27c2142012d6251cd7901f3460202139'}]",Inno3D GeForce GTX 970 OC 4GB,/productinfo/254045/inno3d-geforce-gtx-970-oc-4gb,Hardware.info,"€ 362,19",http://content.hwigroup.net/images/products/micro_thumbs/254045.jpg,"Nvidia GeForce GTX 970, DirectX 11.2, PCI-Express 3.0 x16, 1088 MHz, 4096 MB"
"[{'url': 'http://content.hwigroup.net/images/products/micro_thumbs/204724.jpg', 'path': 'full/38e654695d60ef0773be6e8f8024b5419c340816.jpg', 'checksum': '046450e3ca5d84d93ab89c526968e5ae'}]",MSI Radeon R9 270X Gaming 4GB,/productinfo/204724/msi-radeon-r9-270x-gaming-4gb,Hardware.info,"€ 220,20",http://content.hwigroup.net/images/products/micro_thumbs/204724.jpg,"AMD Radeon R9 270X, DirectX 11.2, PCI-Express 3.0 x16, 1030 MHz, 4096 MB"
"[{'url': 'http://content.hwigroup.net/images/products/micro_thumbs/253947.jpg', 'path': 'full/ed953493974097f900e19c798874ebbefd0d15c4.jpg', 'checksum': 'fddfa6a12fe9f295a6ef4b2fe149a497'}]",Zotac GeForce GTX 970 4GB,/productinfo/253947/zotac-geforce-gtx-970-4gb,Hardware.info,"€ 385,13",http://content.hwigroup.net/images/products/micro_thumbs/253947.jpg,"Nvidia GeForce GTX 970, DirectX 11.2, PCI-Express 3.0 x16, 1076 MHz, 4096 MB"
"[{'url': 'http://content.hwigroup.net/images/products/micro_thumbs/204854.jpg', 'path': 'full/d7d3ce179a9092a713eb501f94e14b20a1bbb7b2.jpg', 'checksum': 'a0eb5097e0b4a5c13d59723c1698bf7d'}]",ASUS Radeon R9 290X DirectCu II OC 4GB,/productinfo/204854/asus-radeon-r9-290x-directcu-ii-oc-4gb,Hardware.info,"€ 486,32",http://content.hwigroup.net/images/products/micro_thumbs/204854.jpg,"AMD Radeon R9 290X, DirectX 11.2, PCI-Express 3.0 x16, 1050 MHz, 4096 MB"
"[{'url': 'http://content.hwigroup.net/images/products/micro_thumbs/166808.jpg', 'path': 'full/1c597593416af1412ff29ab484bf3d33368089da.jpg', 'checksum': '53dddc60cbb4e6280c478f1170514050'}]",Club 3D Radeon HD 7870 XT jokerCard 2GB,/productinfo/166808/club-3d-radeon-hd-7870-xt-jokercard-2gb,Hardware.info,,http://content.hwigroup.net/images/products/micro_thumbs/166808.jpg,"AMD Radeon HD 7870 XT, DirectX 11.1, PCI-Express 3.0 x16, 925 MHz, 2048 MB"
"[{'url': 'http://content.hwigroup.net/images/products/micro_thumbs/222610.jpg', 'path': 'full/fd7cc9237d4596f8384cb4e89472617e67b51441.jpg', 'checksum': '0fd83ea1c907029073420a9cbdbe0d98'}]",MSI GeForce GT 730 4GB,/productinfo/222610/msi-geforce-gt-730-4gb,Hardware.info,"€ 80,50",http://content.hwigroup.net/images/products/micro_thumbs/222610.jpg,"Nvidia GeForce GT 730, PCI-Express x16, 750 MHz, 4096 MB"
"[{'url': 'http://content.hwigroup.net/images/products/micro_thumbs/192888.jpg', 'path': 'full/65e79947a6906192b76669481913b02a81473239.jpg', 'checksum': '8a677dcebce8763b9cf92a2035b962d2'}]",MSI N780 TF 3GD5/OC,/productinfo/192888/msi-n780-tf-3gd5oc,Hardware.info,"€ 377,83",http://content.hwigroup.net/images/products/micro_thumbs/192888.jpg,"Nvidia GeForce GTX 780, DirectX 11.0, PCI-Express 3.0 x16, 902 MHz, 3072 MB"
,,,Hardware.info,,,
"[{'url': 'http://content.hwigroup.net/images/products/micro_thumbs/204630.jpg', 'path': 'full/86aef9c11bf5ea0241c58b41dc6bdc54ed2a8b3d.jpg', 'checksum': '5a1809eb0b5dc688148557078c975dde'}]",MSI N780Ti Gaming 3GB,/productinfo/204630/msi-n780ti-gaming-3gb,Hardware.info,"€ 528,04",http://content.hwigroup.net/images/products/micro_thumbs/204630.jpg,"Nvidia GeForce GTX 780 Ti, DirectX 11.0, PCI-Express 3.0 x16, 980 MHz, 3072 MB"
"[{'url': 'http://content.hwigroup.net/images/products/micro_thumbs/147441.jpg', 'path': 'full/aa708918c74210b0aac92416205e51f3aaf65f53.jpg', 'checksum': '9d06b3e4927e560b86e1f91d7e691f0a'}]",Sapphire Radeon HD 7850 OC 2GB,/productinfo/147441/sapphire-radeon-hd-7850-oc-2gb,Hardware.info,,http://content.hwigroup.net/images/products/micro_thumbs/147441.jpg,"AMD Radeon HD 7850, DirectX 11.1, PCI-Express 3.0 x16, 920 MHz, 2048 MB"
